title,summary
NASA's MAVEN Observes Martian Light Show Caused by Major Solar Storm,"For the first time in its eight years orbiting Mars, NASA’s MAVEN mission witnessed two different types of ultraviolet aurorae simultaneously, the result of solar storms that began on Aug. 27."
